field.nmbr;registr.code;Species;reads;Identity;Phylum;Class;Order;Family;Genus;Type
S-UPG90-15;NBC.LAB.5453d;Planorbulinella_sp._17893;253;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG90-15;NBC.LAB.5453g;Planorbulinella_sp._17893;553;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG90-15;NBC.LAB.5453e;Planorbulinella_sp._17893;184;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG90-06;NBC.LAB.5451c;Planorbulinella_sp._17893;245;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG90-06;NBC.LAB.5451b;Planorbulinella_sp._17893;123;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG90-06;NBC.LAB.5451f;Planorbulinella_sp._17893;905;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG90-06;NBC.LAB.5451a;Planorbulinella_sp._17893;91;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG91-rf1;NBC.LAB.5454d;Planorbulinella_sp._17893;79;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG91-rf1;NBC.LAB.5454c;Planorbulinella_sp._17893;88;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG91-rf1;NBC.LAB.5454b;Planorbulinella_sp._17893;96;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG91-rf1;NBC.LAB.5454e;Planorbulinella_sp._17893;156;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG91-rf1;NBC.LAB.5454a;Planorbulinella_sp._17893;104;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG91-rf1;NBC.LAB.5454f;Planorbulinella_sp._17893;138;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf1;NBC.LAB.5455g;Planorbulinella_sp._17893;178;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf1;NBC.LAB.5455f;Planorbulinella_sp._17893;62;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf1;NBC.LAB.5455c;Planorbulinella_sp._17893;6;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf1;NBC.LAB.5455a;Planorbulinella_sp._17893;15;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf1;NBC.LAB.5455b;Planorbulinella_sp._17893;19;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf2;NBC.LAB.5456a;Planorbulinella_sp._17893;161;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf2;NBC.LAB.5456e;Planorbulinella_sp._17893;255;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf2;NBC.LAB.5456d;Planorbulinella_sp._17893;126;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf2;NBC.LAB.5456b;Planorbulinella_sp._17893;140;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf2;NBC.LAB.5456c;Planorbulinella_sp._17893;111;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf3;NBC.LAB.5457b;Planorbulinella_sp._17893;44;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf3;NBC.LAB.5457a;Planorbulinella_sp._17893;79;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf3;NBC.LAB.5457d;Planorbulinella_sp._17893;76;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf3;NBC.LAB.5457e;Planorbulinella_sp._17893;101;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
S-UPG92-rf3;NBC.LAB.5457c;Planorbulinella_sp._17893;74;99.69;Foraminifera;Globothalamea;Rotaliida;Planorbulinidae;Planorbulinella;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammina_limbata_18230;64;78.261;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-06;NBC.LAB.5461b;Psammina_limbata_18230;160;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462a;Psammina_limbata_18230;38;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462b;Psammina_limbata_18230;83;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammina_limbata_18230;1163;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462f;Psammina_limbata_18230;77;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-12;NBC.LAB.5452g;Psammina_limbata_18230;25;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-12;NBC.LAB.5452e;Psammina_limbata_18230;16;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-12;NBC.LAB.5452f;Psammina_limbata_18230;31;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-12;NBC.LAB.5452b;Psammina_limbata_18230;9;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-12;NBC.LAB.5452a;Psammina_limbata_18230;5;78.571;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammina_limbata_18230;138;78.882;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462d;Psammina_limbata_18230;87;82.353;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-06;NBC.LAB.5461b;Psammina_limbata_18230;60;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-06;NBC.LAB.5461d;Psammina_limbata_18230;1431;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462a;Psammina_limbata_18230;87;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462b;Psammina_limbata_18230;389;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammina_limbata_18230;252;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462d;Psammina_limbata_18230;558;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462e;Psammina_limbata_18230;1156;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-12;NBC.LAB.5462f;Psammina_limbata_18230;1989;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463a;Psammina_limbata_18230;58;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463b;Psammina_limbata_18230;77;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463c;Psammina_limbata_18230;568;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463d;Psammina_limbata_18230;456;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463e;Psammina_limbata_18230;756;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463f;Psammina_limbata_18230;391;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-15;NBC.LAB.5453c;Psammina_limbata_18230;5;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-15;NBC.LAB.5453f;Psammina_limbata_18230;8;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-15;NBC.LAB.5453g;Psammina_limbata_18230;17;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-06;NBC.LAB.5451f;Psammina_limbata_18230;97;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-06;NBC.LAB.5451e;Psammina_limbata_18230;83;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-06;NBC.LAB.5451a;Psammina_limbata_18230;5;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-06;NBC.LAB.5451d;Psammina_limbata_18230;91;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-06;NBC.LAB.5451b;Psammina_limbata_18230;5;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
S-UPG90-06;NBC.LAB.5451c;Psammina_limbata_18230;7;82.972;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG90-15;NBC.LAB.5463b;Psammina_limbata_18230;138;85.404;Foraminifera;Monothalamids;Clade-C;Xenophyophorea;Psammina;other_foram
E-UPG91-rf1;NBC.LAB.5464c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;36;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;8;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;52;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;11;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-12;NBC.LAB.5452e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;6;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-12;NBC.LAB.5452c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;6;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG92-rf1;NBC.LAB.5455g;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;7;75.466;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;689;75.542;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;87;75.542;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;3411;75.851;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-12;NBC.LAB.5452e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;15;75.851;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG91-rf1;NBC.LAB.5464a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;33;76;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;42;76.398;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;8;76.398;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;16;76.78;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;24;76.825;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;15;76.923;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;44;77.09;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;70;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;112;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;35;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;646;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;5;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;2117;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;7;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;333;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG82-rf2;NBC.LAB.5469e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;159;77.143;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;11;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;113;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;364;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;594;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;49;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;530;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG82-rf1;NBC.LAB.5458b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;4;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;5;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG91-rf1;NBC.LAB.5454c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;4;77.329;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;232;77.399;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf1;NBC.LAB.5465c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;153;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;25;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;92;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;5;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;7;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;17;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;8;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;629;77.46;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;126;77.607;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;52;77.709;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;21;77.709;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;42;77.778;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-12;NBC.LAB.5452d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;27;77.778;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-06;NBC.LAB.5461a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;113;77.95;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;17;77.95;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453g;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;16;77.95;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;16;77.95;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;5;77.95;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-06;NBC.LAB.5461a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;48;78.261;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-12;NBC.LAB.5462e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;12;78.37;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;17;79.012;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;17;79.077;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453g;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;20;79.181;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-06;NBC.LAB.5461a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;69;79.321;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-15;NBC.LAB.5463e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;90;79.567;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG90-06;NBC.LAB.5461a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;223;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf3;NBC.LAB.5467b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;944;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-12;NBC.LAB.5452f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;14;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-12;NBC.LAB.5452d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;12;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;7;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-06;NBC.LAB.5451e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;54;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-06;NBC.LAB.5451b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;57;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-06;NBC.LAB.5451a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;53;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-06;NBC.LAB.5451b;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;15;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-06;NBC.LAB.5451f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;30;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG91-rf1;NBC.LAB.5454f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;13;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG91-rf1;NBC.LAB.5454f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;12;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG91-rf1;NBC.LAB.5454e;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;17;79.63;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453f;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;7;79.814;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;7;79.814;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466a;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;57;79.876;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466c;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;25;79.876;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
E-UPG92-rf2;NBC.LAB.5466d;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;5;79.876;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
S-UPG90-15;NBC.LAB.5453g;Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2;48;79.938;Foraminifera;Monothalamids;Clade-E;Clade-E;Psammophaga;other_foram
